sm,ft,ma,gt
CCOC(=O)Nc1ccco1,"[ 4.00331    -0.06506324  1.4817965  ...  0.          0.
  0.        ]",[False False False False  True],[ 0.45794808  0.34060614 -0.82681972 -0.61938077 -0.28957871]
CCN,[13.237126  -0.7051654 11.580159  ...  0.         0.         0.       ],[False False False False  True],[ 0.38999505 -0.01723564 -0.95483547 -0.72096503 -0.21906874]
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3cc(F)c(F)c(F)c3)cc21,[ 6.761499  -1.7948152  0.0925054 ...  0.         0.         0.       ],[ True False False False False],[ 0.58182456  0.29672079 -0.96831823 -0.27355055 -0.1951731 ]
CCC(=O)C1c2cccc(O)c2C(=O)c2c(O)cccc21,[-6.666917   9.300303  -3.8474455 ...  0.         0.         0.       ],[False False False False  True],[ 0.19366037  0.36840801 -0.94972031 -0.75534427  0.33924612]
O=c1oc(-c2ccccc2)nc2ccccc12,[-9.651367   1.5056052  2.197617  ...  0.         0.         0.       ],[False False False False  True],[ 0.27486809  0.87726239 -0.94243796 -0.51955964 -0.17782705]
CCOc1ccc(-c2ccccc2)cc1CN1CCCC1,"[ -6.641306    4.5881333 -10.484373  ...   0.          0.
   0.       ]",[False False False False  True],[ 0.40324517  0.90250635  0.21442088 -0.80842762  0.63237251]
CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,"[-3.6307447  -3.8974051  -0.10316765 ...  0.          0.
  0.        ]",[False False False False  True],[ 0.31113505  0.77223398 -0.85239608 -0.86200635  0.95210643]
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br,[-9.28474  -4.005612 -6.857183 ...  0.        0.        0.      ],[ True False False False False],[ 0.04125625  0.73388801  0.61702229 -0.31848956  0.48604464]
CC(=O)O[C@H]1C[C@]2(O)[C@H]3CC[C@H]4C[C@H](O[C@H]5C[C@@H](O)[C@@H](O[C@H]6C[C@@H](O)[C@@H](O[C@H]7C[C@@H](O)[C@@H](O)[C@H](C)O7)[C@H](C)O6)[C@H](C)O5)CC[C@@]4(C)[C@H]3CC[C@]2(C)[C@H]1C1=CC(=O)OC1,"[-16.553223    1.9901142  -3.157549  ...   0.          0.
   0.       ]",[False False  True False False],[ 0.29145545 -0.24709195 -0.76631259  0.41508252 -0.20686482]
ClCCN(CCCl)c1ccccc1,"[-6.620528   -0.93359673  0.19842148 ...  0.          0.
  0.        ]",[False False False False  True],[-0.48914457 -0.53053531 -0.92464134 -0.81446291  0.18359202]
CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)c(Cc3cccc4ccccc34)sc21,[ 4.2715707 -2.911303  -1.8747138 ...  0.         0.         0.       ],[False  True False False False],[-0.10925263  0.99704579 -0.24430956 -0.63248984  0.17355464]
O=C1OCC(CCl)O1,"[-21.267162    2.0947328  -9.649433  ...   0.          0.
   0.       ]",[False False False False  True],[ 0.27115978  1.00296039 -0.94830993 -0.9243379   0.30421286]
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,"[-12.7292795   -6.9947186   -0.40971416 ...   0.           0.
   0.        ]",[False False False False  True],[ 0.71032331 -0.20531758 -0.94594474  0.33152287  0.57827051]
O=C(O)CSc1cc(Cl)ccc1Cl,[ 3.0400295 -1.8830347  3.8332717 ...  0.         0.         0.       ],[False False False False  True],[-0.05045441  0.85068113 -0.65542794 -0.46140832 -0.19955654]
CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,[-12.217772 -17.210583  11.481366 ...   0.         0.         0.      ],[False False False  True False],[ 0.43700872  0.49622902 -0.83214046 -0.95780238 -0.40985137]
O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,[-1.1832514 -3.0562108 -2.0955887 ...  0.         0.         0.       ],[False False False False  True],[ 0.48375242  0.83054277 -0.42982735  0.74932108  0.32239468]
CCC[C@H](NC(=O)C1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,[10.885477  -3.036401  -1.8055292 ...  0.         0.         0.       ],[ True False False False False],[ 0.076954    0.97259478 -0.87237646 -0.88190031  0.94846284]
O=[N+]([O-])OC1COC2C(O)COC12,[-2.3423655 -3.4104354 -7.1731825 ...  0.         0.         0.       ],[False False  True False  True],[ 0.66260566  0.36792793 -0.79059181 -0.83668431 -0.2518847 ]
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,"[-25.503206   22.281343   -6.0989046 ...   0.          0.
   0.       ]",[False False False  True False],[-0.3927747   0.97438744 -0.52018325  0.16440359 -0.07544655]
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,"[-8.268406    3.0514083  -0.06374741 ...  0.          0.
  0.        ]",[False False False False  True],[ 0.49512505  0.94683929  0.73382852 -0.46527079  0.09578714]
O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,[28.59763  -9.319633 14.734699 ...  0.        0.        0.      ],[False False False False  True],[ 0.3662718   0.44047162 -0.87733422  0.08084395 -0.44922395]
CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,[5.6990185  0.05824614 3.0359535  ... 0.         0.         0.        ],[False False False False  True],[-0.16631359  0.73221386 -0.52092053 -0.93735078  0.01019956]
CCN1CCCC(Nc2cc(C)nc(NC(=N)Nc3ccc(Cl)c(Cl)c3)n2)C1,[ 3.8808327 11.211623  -2.1706069 ...  0.         0.         0.       ],[False False False False  True],[ 0.40791108  0.90216551 -0.92526762 -0.80583904  0.02749446]
CCOc1cc(Cc2cnc(N)nc2N)cc(OCC)c1-n1cccc1,"[-10.812376    7.964492   -1.8521585 ...   0.          0.
   0.       ]",[False False  True False  True],[-0.38026739  0.45152551 -0.24430956 -0.78224925 -0.06651885]
COc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1,"[-11.210513   -1.1692331   3.4545808 ...   0.          0.
   0.       ]",[False  True False False False],[-0.12830278 -0.03751846 -0.9018705  -0.50187348 -0.53660628]
CCSP(=O)(CC)OC,"[-15.781799   -7.093323    3.7386453 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.37744795  0.63548426 -0.29205224 -0.08627533  0.74678492]
c1cncc(Nc2ncc(-c3ccncn3)c(-c3ccco3)n2)c1,[ 3.4557924  2.7974453 -5.9163957 ...  0.         0.         0.       ],[False  True False False False],[ 0.16663651  0.17872969 -0.78018599 -0.78256805  0.4365873 ]
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,[-11.803684   9.871723  -1.936418 ...   0.         0.         0.      ],[False False False False  True],[ 0.31903014  0.96472652 -0.8721576  -0.72573377 -0.48381375]
CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1,"[-3.115886    6.793665    0.77773166 ...  0.          0.
  0.        ]",[False False False False  True],[ 0.37234215 -0.73530281 -0.76577414 -0.81674974 -0.09800443]
CC(C)(O)C(=O)c1ccc(OCCO)cc1,[-9.156981   1.9928987 -3.6277277 ...  0.         0.         0.       ],[False False False False  True],[-0.16766055  0.8582015  -0.83690667  0.49864216 -0.35742794]
C[N+](C)(C)CC(O)CC(=O)[O-],[ 8.049497  -4.7240095  6.2086263 ...  0.         0.         0.       ],[False False  True False False],[-0.43828152  0.36139433 -0.88163885 -0.94238903  0.15483234]
Nc1ccc([N+](=O)[O-])cc1Cl,[ 1.5001304  1.7229338 -2.3068314 ...  0.         0.         0.       ],[False False False False  True],[ 0.45460814  0.56531264 -0.99337934 -0.16937725 -0.49534368]
CC[C@H](CO)Nc1nc(SCc2ccccc2)nc2[nH]c(=O)sc12,[14.309161   0.7293079  7.8409185 ...  0.         0.         0.       ],[False  True False False False],[-0.11652508  0.99350074 -0.88283394 -0.73299315  0.7033807 ]
Cc1cc(Cl)ccc1N,"[  1.9243958  -4.1031675 -13.570659  ...   0.          0.
   0.       ]",[False False False False  True],[ 0.14548614  0.99685225 -0.29845293 -0.88547972 -0.18580931]
Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C(F)(F)F)nn2-c2ccccc2)cc1,[ 3.452691   1.5793133 -1.9517045 ...  0.         0.         0.       ],[False  True False False False],[ 0.19146827  0.97754801 -0.81930464 -0.90595666  0.89652715]
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CC[NH+]1CC1CC1)C2O5,"[-13.3467045  -4.8351912  -6.0036383 ...   0.          0.
   0.       ]",[False False  True False False],[-0.16500171  0.15878189  0.48406677 -0.57996352 -0.13521431]
CCOP(=S)(CC)Oc1ccc([N+](=O)[O-])cc1Cl,[ 0.6347214 -3.7471015 -2.1037583 ...  0.         0.         0.       ],[False False False False  True],[ 0.32955142  0.96063533 -0.90299026 -0.90193318  0.70199557]
O=c1[nH]c(=O)n(Cl)c(=O)n1Cl,[-7.583111  3.458337 -7.408651 ...  0.        0.        0.      ],[False False False False  True],[ 0.52277485  0.17239895 -0.49679719 -0.8312894  -0.14146341]
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,[ 2.745502   3.7860653 -1.6830642 ...  0.         0.         0.       ],[False False False  True  True],[ 0.47234305  0.93991948 -0.65028166 -0.57092125  0.05587583]
CC[C@@H](CO)NCCN[C@@H](CC)CO,[-11.180105   6.87446  -19.782688 ...   0.         0.         0.      ],[False False False  True False],[ 0.06850604  0.50864461 -0.65470284 -0.74639649  0.12851729]
CNC(=O)/C=C(\c1cccc(F)c1)c1ccc2nc(N)n(S(=O)(=O)NC(=O)N3CCOCC3)c2c1,[-12.823234  17.100483  -4.110962 ...   0.         0.         0.      ],[ True False False False False],[ 0.55122636  0.45066873 -0.91882317 -0.61875236  0.25886625]
CNC(=O)Oc1cccc(C(C)C)c1Cl,"[-15.5189705   6.712025   -7.7034197 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.29760118 -0.93973412 -0.29600163 -0.32084279  0.56186253]
CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NC(C)=O,[-8.524642  -1.8007545 -7.428445  ...  0.         0.         0.       ],[ True False False False False],[ 0.21468337 -0.23902211 -0.78679164  0.41508252  0.02219672]
O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCC(=O)N2CCN(CC3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,"[ 0.18217325  0.5772047  -4.390994   ...  0.          0.
  0.        ]",[ True False False False False],[-0.05019077  0.86939288 -0.94895139 -0.57627392  0.89438272]
Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,"[-14.624038   11.917593   -1.8491882 ...   0.          0.
   0.       ]",[False False False  True False],[ 0.52446249  0.85607184 -0.07125875 -0.69626071  0.1680735 ]
NC(=O)OCC(O)COc1ccc(Cl)cc1,[-6.315764   5.910433  -3.3956106 ...  0.         0.         0.       ],[False False False False  True],[ 0.59735721  0.78600814 -0.78668248 -0.52662261  0.0195122 ]
Cc1ccccc1N=NN(C)C,"[  6.2962637  -2.3048496 -14.371108  ...   0.          0.
   0.       ]",[False False False False  True],[-0.18017593  0.93144375  0.28799383  0.33152287  0.05454545]
CS(=O)(=O)F,[7.752591  1.8831933 4.946231  ... 0.        0.        0.       ],[False False False False  True],[ 0.08140545  0.94719802 -0.93979757 -0.8266527   0.95121951]
c1ccc(P(N=P(c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc2)cc1,[ 16.364424 -18.097687  26.669554 ...   0.         0.         0.      ],[False False False False  True],[-0.81926701  0.98303238 -0.45842491  0.91644036 -0.30731707]
CC(C)N(C(=O)Cn1nc(-c2ccccc2)ccc1=O)C(C)Cc1ccccc1,[-5.525072  8.336978 15.116772 ...  0.        0.        0.      ],[False False False False  True],[-0.18861411  0.67718744 -0.93987381 -0.92560744 -0.09578714]
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,[-9.06604    8.025313   1.1338857 ...  0.         0.         0.       ],[False False False False  True],[ 0.35107009  0.62236564 -0.86441147  0.16440359  0.12682927]
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,[-8.259094   7.999217  -0.9255311 ...  0.         0.         0.       ],[False False  True False False],[ 0.24960009  0.84960702 -0.47799697 -0.08627533  0.51020156]
CCCCC(CC)(COC(N)=O)COC(N)=O,[ 9.173353  -4.3950315  9.527933  ...  0.         0.         0.       ],[False False False False  True],[-0.42160676  0.8088945  -0.94657729 -0.9547275   0.01108647]
Nc1ccccc1,"[-98.91829    86.50702    -3.2626204 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.69425276  0.81012323 -0.85980347 -0.73516775  0.01108647]
CCCCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,[-9.075322   4.708097  -1.5877942 ...  0.         0.         0.       ],[False False False False  True],[ 0.19856536  0.84595001 -0.76732187 -0.52684738 -0.18802661]
CCCCCCCCCCN,[ 5.2423873 -5.1228304  2.8578854 ...  0.         0.         0.       ],[False False False False  True],[ 0.07952383  0.89698623 -0.85491031 -0.80905992  0.09046563]
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1OC(F)F,"[-25.125925    5.7210903  -0.7708268 ...   0.          0.
   0.       ]",[False False False False  True],[-0.11783796 -0.20531758 -0.96065527 -0.61880137 -0.34678492]
O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(Cl)cc54)CC3)nc2N1,[ 4.102935  -9.102019   1.7097614 ...  0.         0.         0.       ],[False  True False False False],[ 0.44719435  0.57754801  0.1198786  -0.58063797 -0.03867188]
CC(C)CCC(C)Nc1ccc(Nc2ccccc2)cc1,[-2.620612  -1.6136978 -2.9303513 ...  0.         0.         0.       ],[False False False False  True],[ 0.16020606  0.72067996 -0.6458753  -0.68491809 -0.18492239]
O=C(OC1CCCCC1)C(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,[ 3.6335466 -2.3812335 -3.29465   ...  0.         0.         0.       ],[False False False False  True],[ 0.06730712  0.85419081  0.3323217  -0.65930461  0.04301552]
COP(=S)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,[10.562144  -7.3021293  6.4284043 ...  0.         0.         0.       ],[False False False False  True],[-0.19201491  0.75937927 -0.54146827 -0.70539232  0.42128603]
CCC(=O)OCCc1ccccc1,"[-12.438168    12.915943    -0.52998185 ...   0.           0.
   0.        ]",[False False False False  True],[ 0.72013533  0.9449842  -0.7759314   0.74932108 -0.39778271]
CN(CCCl)N=O,[-7.737995 -5.000706  2.215098 ...  0.        0.        0.      ],[False False False False  True],[-0.16696152  0.85870862 -0.85826259 -0.83072986  0.53215078]
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,[-11.902386  31.245264   9.857377 ...   0.         0.         0.      ],[False False False  True False],[ 0.56599046  0.80303328 -0.97865215 -0.88844788 -0.26911123]
COc1cnc(-c2ccccn2)nc1NC1CCCC1,[ 10.445353 -57.203976  36.48999  ...   0.         0.         0.      ],[False  True False False False],[-0.08031663  0.64490399 -0.94749453  0.33152287  0.45459143]
Nc1nc2cc(Cl)c(O)cc2o1,[ 6.3953743 -6.174448   8.438031  ...  0.         0.         0.       ],[False False False False  True],[-0.01925442  0.89034132 -0.91556645 -0.56303113 -0.13702882]
O=P(OCCCl)(OCCCl)OC1CC(C(Br)CBr)CCC1Cl,"[-9.393316   11.872543   -0.11237842 ...  0.          0.
  0.        ]",[False False False False  True],[ 0.005101    0.59212765 -0.45333333 -0.9465426  -0.13924612]
Cc1cc(S(=O)(=O)O)cc(C)c1O,[-1.4190028 -1.4680024 -1.2111417 ...  0.         0.         0.       ],[False False False False  True],[ 0.35646165 -0.65199409 -0.92042326 -0.53737897 -0.2940133 ]
CCCCC(CC)CCC(C)N,[ 7.5099144 -2.4193554 16.528122  ...  0.         0.         0.       ],[False False False False  True],[ 0.44209091  0.97654254 -0.94386773 -0.76949742 -0.07804878]
CCOP(=O)(O)O,"[-12.372774    6.1259017  -2.0242243 ...   0.          0.
   0.       ]",[False False False False  True],[-0.12886328  0.71538226 -0.92502208 -0.51746057 -0.28824834]
C=CCOC(=O)CC(C)C,[-9.390219  11.956209  -4.5299544 ...  0.         0.         0.       ],[False False False False  True],[ 0.09474886  0.86206516  0.6398424  -0.79395172  0.10864745]
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(C)=O)c1,[2.5162768 2.5616798 2.4755583 ... 0.        0.        0.       ],[False  True False False False],[ 0.16027261  0.96395864 -0.45486752 -0.84273396  0.12828996]
NC(=O)OC(CCl)Cc1ccccc1,[-9.159644   8.693659  -1.8614764 ...  0.         0.         0.       ],[False False False False  True],[-0.82936408  0.41667185 -0.82275532  0.33152287  0.04168514]
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,[-12.587093  11.609293 -12.987522 ...   0.         0.         0.      ],[False  True False False False],[ 0.29391492  0.97400295  0.39691408 -0.58275353 -0.72001861]
C=CC(N)=O,[-11.350329   8.176594   3.321839 ...   0.         0.         0.      ],[ True False False False  True],[ 0.45977933  0.53758559 -0.40303724 -0.45695355  0.0940133 ]
CO[Si](C)(OC)c1ccccc1,"[ 0.01056015 -2.1976848   2.6997015  ...  0.          0.
  0.        ]",[False False False False  True],[-0.19864621  0.77085769 -0.66200466 -0.87880032 -0.10465632]
Cc1ccc(-c2cn(C)c(C)n2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,[-9.210846   8.198552  -4.3123674 ...  0.         0.         0.       ],[False  True False False False],[ 0.53905557  0.67444609 -0.70321343 -0.81411889  0.45321235]
O=C(O)c1ccncc1,[-14.130581 -13.030204  12.571194 ...   0.         0.         0.      ],[ True False False False  True],[ 0.14325017  0.66673792 -0.92723766 -0.00271569 -0.51219512]
CCC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,"[-15.398638    0.4907403  -7.362849  ...   0.          0.
   0.       ]",[ True False False False False],[ 0.12803195  0.79591015 -0.95315161 -0.92696599 -0.11078577]
CC[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2nc(N)sc12,"[-23.017899    2.5423274  -3.1880217 ...   0.          0.
   0.       ]",[False  True False False False],[ 0.48096528  0.91491876  0.2947035  -0.93417869 -0.03430938]
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,"[ -3.0870712   3.9559288 -15.37547   ...   0.          0.
   0.       ]",[False False False  True False],[ 0.0458857  -0.30228776 -0.92882133 -0.94276165 -0.10764648]
Cc1ccc(Cc2ccc(C)cc2)cc1,"[-6.7017446  -0.24257743 -2.1883166  ...  0.          0.
  0.        ]",[False False False False  True],[-0.08871923 -0.1156488   0.84825493 -0.70912562 -0.21463415]
CC(=O)OCC1CC2OC2CC1C,[-3.0225341 -3.0400035 -4.9142895 ...  0.         0.         0.       ],[False False False False  True],[-0.23064972 -0.82992725 -0.61696572 -0.68021302 -0.56097561]
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,[-9.743225  17.310238   0.7007138 ...  0.         0.         0.       ],[False False False  True  True],[ 0.46920782  0.98466633 -0.56801927 -0.49571757 -0.26518847]
CCCCCOc1c(Br)cc(Br)cc1COCCN(CC)CC,"[-5.273638   -0.07954121 -1.4703114  ...  0.          0.
  0.        ]",[False False False False  True],[-0.11125766 -0.70658662  0.73826022 -0.73807323  0.25011086]
NP(=S)(N1CC1)N1CC1,"[ 0.69075775 15.52196     5.077719   ...  0.          0.
  0.        ]",[False False False False  True],[ 0.58347222  0.90242662 -0.94837751 -0.92498656  0.37560976]
c1ccc(-c2nnco2)cc1,[-4.4254875 -1.5740325 -4.820593  ...  0.         0.         0.       ],[False False False False  True],[ 0.45874334 -0.65199409 -0.61323451 -0.47738645 -0.01108647]
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,[5.203626   0.21478963 5.137701   ... 0.         0.         0.        ],[False False False False  True],[ 0.32732147  0.92357135 -0.92504069 -0.90360161  0.74900222]
NC(=O)c1c(F)ccc(OCc2nc3cc(Cl)cnc3s2)c1F,[19.216007  -7.310293   7.0805573 ...  0.         0.         0.       ],[ True False False False False],[ 0.59202397  0.61819645 -0.74137168 -0.452631   -0.47689802]
CCOP(=O)(OCC)SCN1C(=O)c2ccccc2C1=O,[ 8.46616   -3.4062462  9.4693    ...  0.         0.         0.       ],[False False False False  True],[ 0.23798306  0.97755291 -0.69679654 -0.73520108  0.85587583]
N#Cc1ccc2ccc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](F)C3)c2c1,[15.203373  -7.0134554  5.612995  ...  0.         0.         0.       ],[False  True False False False],[ 0.26456202 -0.20531758 -0.95508172 -0.48774983 -0.26404911]
CN(C)C(=O)Oc1c(Cl)c(Cl)cc2[nH]c(C(F)(F)F)nc12,"[-12.544031     7.0324264   -0.42462593 ...   0.           0.
   0.        ]",[False False False False  True],[-0.69004048  0.67934761 -0.61068993 -0.92203207  0.6097561 ]
O=C1CSC(=S)N1,"[-11.623116    4.0053244  -5.795107  ...   0.          0.
   0.       ]",[False False False False  True],[ 0.06212302  0.72699188 -0.85123088 -0.93702362  0.03237251]
CCN(N=O)C(C)OC,"[  9.457832    4.2987466 -16.18796   ...   0.          0.
   0.       ]",[False False False False  True],[-0.10809375  0.53390631 -0.93258998 -0.83545874 -0.18847007]
c1ccc2[nH]c(-c3cscn3)nc2c1,[-1.7897711 -4.59309   -6.0340376 ...  0.         0.         0.       ],[False False False False  True],[-0.39731953  0.37266097 -0.60884376 -0.7610368  -0.32549889]
O=c1oc2ccccc2c2ncccc12,[-9.153183   8.299295  -4.3922644 ...  0.         0.         0.       ],[False False False False  True],[ 0.18449171 -0.65199409 -0.88309438 -0.90083484 -0.24478936]
O=C1CCCC2C3CC(CN12)C1CCCCN1C3,"[16.574846    0.93807703  9.603159   ...  0.          0.
  0.        ]",[False False False False  True],[-0.26254472  0.97829945 -0.93430153  0.16440359 -0.13702882]
CC(C)(C)C(=O)COc1ccc(Cl)cc1,"[ 2.6871204  -5.8447595   0.17039692 ...  0.          0.
  0.        ]",[False False False False  True],[-0.25023196  0.45256188 -0.92998197  0.33152287 -0.3804878 ]
FC(Cl)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,[-8.003798   1.2127476  1.0469966 ...  0.         0.         0.       ],[False False False False  True],[-0.3725452  -0.20531758 -0.96528866  0.83288072  0.10509978]
CNS(=O)(=O)CCNC(=O)N(CCCl)N=O,"[-11.826737    2.6572876  -3.0607982 ...   0.          0.
   0.       ]",[False False False False  True],[ 0.58059167  0.78766144 -0.95139061 -0.36152647  0.57117517]
COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2,[-7.4981613 11.672716   1.6529398 ...  0.         0.         0.       ],[False False False False  True],[ 0.0275093   0.90977146 -0.94120624 -0.84630856  0.39290466]
O=c1c(Cl)c(Cl)cnn1-c1ccccc1,[-7.912854  6.900777  7.822408 ...  0.        0.        0.      ],[False False False False  True],[ 0.34790912  1.00404003 -0.65929685 -0.96251059 -0.25055432]
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,[17.264206  -4.4597015  6.7207475 ...  0.         0.         0.       ],[False False False  True False],[-0.18437111  0.92923406 -0.82092154 -0.5124295   0.23993032]
