Drug,Caco2_Wang,PPBR_AZ,VDss_Lombardo,Half_Life_Obach,LD50_Zhu
COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,,,,13.0,
CC(=O)OCC=C(C)C,,,,,1.631
CCCC(c1cc(C)cc(C)c1O)c1cc(C)cc(C)c1O,,,,,1.734
CN1Cc2ccccc2C2CCc3ccccc3C21,,,,,2.395
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,-4.8200002,90.12,,2.0,
CCNC(C)C(C)C,,,,,2.42
COc1ccc(-c2cc(C)[nH]c2-c2ccc(OC)cc2)cc1,,,,,2.2119999999999997
C[C@@H](NC(=O)C1CCNCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,,95.23,,,
CCOP(=S)(OCC)SCn1nc(CC)ccc1=O,,,,,4.235
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,,,,,2.5839999999999996
CCOC(=O)C1OC1C,,,,,2.415
CI,,,,,3.2710000000000004
Nc1scc2c(C(=O)NC3CC3)nn(-c3ccc(Cl)cc3)c(=O)c12,,98.21,,,
CCOP(=O)(Cl)Cl,,,,,2.87
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc2[nH]c(=O)cnc12,,98.86,,,
CC1(C)COCN1,,,,,2.0269999999999997
CC(N)c1ccccc1,,,,,2.11
COP(=O)(SC(C)C)SC(C)C,,,,,3.283
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC(C(=O)OC1CC2(O)C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C(=O)C(OC(C)=O)C(=C1C)C2(C)C)C(NC(=O)c1ccccc1)c1ccccc1,,,0.07,,
O=C=Nc1cccc(Cl)c1,,,,,1.5630000000000002
CC(C)(C)N=NC(C)(C)O,,,,,2.642
CCC[NH2+]C(C)C(=O)Nc1ccccc1C,,,3.7,,
O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2cc(C(F)(F)F)ccc2Cl)c(C(F)(F)F)c1,,,,,3.66
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1,,,,,2.367
C=C(OP(=O)(OC)OC)P(=O)(OCC)OCC,,,,,3.284
CN(C)CCNc1ccc2c3c(nn2CCNCCO)-c2cnccc2C(=O)c13,,,,45.0,
O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCC(=O)N2CCN(C3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,-5.8880281,,,,
Nc1c(Cl)cc(Cl)cc1C(=O)O,,,,,1.699
CCC1Cc2cc(CC(=O)O)ccc2O1,,,,,2.202
Cn1c(-c2cccc(F)c2)nc2c(N)nc(C#CC3(O)CCCC3)nc21,,88.11,,,
CC(C)Oc1ccccc1[N+](=O)[O-],,,,,1.86
CCc1cccc(CC)c1N,,,,,1.919
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)[N-]1,,,0.57,,
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,,,,,1.854
C=CCOc1ccccc1OCC(O)C[NH2+]C(C)C,,,0.72,,
O=[N+]([O-])c1ccc2ccccc2c1,,,,,1.595
CCCCOc1ccc(C(CN(C)C)C(C)CC)cc1Cl,,,,,2.4730000000000003
O=C1C(O)=C(CC=C(Cl)Cl)C(=O)c2ccccc21,,,,,3.003
CN(C)CCOC(c1ccccc1)c1ccccc1,-4.27,,,9.3,
CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(C(=O)OC2CN(C(c3ccccc3)c3ccccc3)C2)=C(N)N1,,,,,2.6630000000000003
O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,,,,,2.154
CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,-5.4000001,,15.0,,
CCOC(=O)C=C1SC(N2CCCCC2)C(=O)N1C,,,,,1.443
Cc1c(Cl)ccc2[nH]c(C(F)(F)F)nc12,,,,,4.0280000000000005
CCOC(=O)C1=CN(CC)C2CCCC(C)N2C1=O,,,,,2.553
C#CCN(CC)CC,,,,,1.859
CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,,,1.1,,2.95
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(O)C(C)C)CC(O)CC1O,,,,,5.104
CC1CCCC(C)[NH+]1CCCC(O)(c1ccccc1)c1ccccn1,,,1.4,,
CCOC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C,,,,,1.771
CC(O)C1C(=O)N2C(C(=O)[O-])=C(SC3CC(C(=O)N4CCC(NC(=O)CNC(N)=[NH2+])C4)N(C)C3)C(C)C12,,,0.23,,
C[C@H]1CN(C(=O)[C@@H]2CN(C(C)(C)C)C[C@H]2c2ccc(F)cc2F)C[C@@H](C)[C@]1(O)c1ccccc1,,76.81,,,
Cc1ccc(NC(=O)c2ccc(CN3CC[NH+](C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,,3.9,,
CCN(CC)CCCNC(=O)C(C)(C)Oc1ccc(Cl)cc1,,,,,3.338
C[NH+](C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,,,10.0,,
FC(F)(F)Oc1ccc(-c2nnc(CCCCc3ccc4cccnc4n3)o2)cc1Cl,,99.92,,,
C=CC(=O)NCNC(=O)C=C,,,,,2.597
CC(C)(O)C(=O)OCCc1ccccc1,,,,,1.76
CC(=O)OCC(C)OC(C)=O,,,,,1.073
CNS(=O)(=O)CCNC(=O)N(CCCl)N=O,,,,,3.834
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,,,,14.0,
O=C(NC1CCSC1=O)c1cccnc1,,,,,1.694
C[C@@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,-5.4436975,,,,
C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,,,,1.1,
Cc1cccc(C(=O)Cl)c1,,,,,1.653
CC(N)CNCCCO,,,,,1.368
CC12NC(=[NH2+])NC13N(CCC3(O)O)C(=[NH2+])NC2COC(N)=O,,,,,6.21
CNC(=O)c1[nH]cnc1C(=O)Nc1ccc(Cl)cc1,,97.32,,,
CC1COC(=O)O1,,,,,0.547
Cc1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12,,,,,4.67
c1ccc(-c2ccccn2)nc1,,,,,3.194
Cc1cc(F)ccc1NC(=O)c1cc(Cl)cc(-c2ccc(Cl)cc2)c1O,,,,,2.1919999999999997
CCOC(=O)CN(C(=O)CCl)c1c(CC)cccc1CC,,,,,2.1319999999999997
C=C(CO)C(=O)OCC,,,,,2.322
Cc1cn(-c2c(Cl)cccc2Cl)c(N)n1,,,,,2.986
CN(CCc1ccccc1)N=O,,,,,3.534
O=[N+]([O-])c1cc([N+](=O)[O-])c(F)cc1F,,,,,3.611
O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,,97.26,,,
Clc1ccc(C(Cl)(Cl)Cl)c(Cl)c1,,,,,1.923
OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,,,,,1.781
CC(=O)CC(=O)N(C)C,,,,,0.757
O=c1c(-c2ccc(O)cc2)coc2c(C3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)ccc12,-6.3989701,,,,
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,,,,,2.256
CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,,,,8.8,
COc1ccccc1Oc1c([N-]S(=O)(=O)c2ccc(C(C)C)cn2)nc(-c2ccnc(-c3nnn[n-]3)c2)nc1OCCO,,,0.28,,
C=CC(C)=O,,,,,3.369
CCOC(=O)c1ccc([N+](=O)[O-])cc1,,,,,1.866
O=C(NCc1ccccc1)c1ccc2cccnc2c1O,,96.93,,,
COP(=S)(OC)SCn1ncccc1=O,,,,,4.881
COP(=S)(OC)SC(C)CSCC1CC2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,,,,,2.763
Oc1ccc(-c2ccc(O)cc2)cc1,,,,,1.277
Cc1ccc(S(=O)(=O)O)c(N)c1,,,,,1.344
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1,,95.82,,,
CC(=O)OC(C)CC(C)C,,,,,1.369
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,-4.8899999,,,,
CCCCC[NH+](C)CCC(O)(P(=O)([O-])[O-])P(=O)([O-])O,,,0.55,,
CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O,,,,170.0,
C[C@H]1CN(c2cc(N(CCO)Cc3cccc4ccccc34)[nH]c(=O)n2)CCO1,,84.0,,,
O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,,,,,3.199
Cc1ccc(-c2cn(C)c(C)n2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,,94.44,,,
CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],,,,,2.283
Cn1cc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c(C(F)(F)F)cc1=O,,93.53,,,
CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,,,,40.0,
Cc1ncsc1C,,,,,2.072
CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1,,,,,2.645
CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccccc2F)C1)C1CCCCC1,,73.81,,,
Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,,96.0,,,
CCCCOC(=O)CCC(=O)OCCCC,,,,,1.459
CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,,,,,1.907
CC(=O)OC(C)(C)C,,,,,1.452
COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@H]2c2ccc(OC)cc2)cc1,,93.67,,,
CCCCCCCCc1ccc(C)cc1O,,,,,1.741
C#CCCCC#C,,,,,1.6030000000000002
CCN(CC)c1ccc2cc(C(=O)Nc3ccc4[nH]c(C(=O)N5CC(CCl)c6c5cc(OC(=O)Nc5ccccc5)c5[nH]cc(C)c65)cc4c3)oc2c1,,,0.09,,
COCOCCO,,,,,1.213
C=CCOC=C,,,,,2.185
CC1=CCC2CC1(S)C2(C)C,,,,,1.749
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCOC(N)=O)S[C@H]12,,,,0.8,
Clc1ccc(OCOc2ccc(Cl)cc2)cc1,,,,,1.6669999999999998
CCO[Si](CCCN)(OCC)OCC,,,,,2.095
CC(C)Oc1cc(Nc2nc3c(cc2F)ncn3[C@@H](CO)c2ccc(F)cn2)n[nH]1,,94.9,,,
CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,98.09,,6.0,
CCC1(CC)Oc2cccc(OC(=O)NC)c2O1,,,,,3.737
CCCSP(C)(=S)SCCC,,,,,4.103
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,,,,,3.4619999999999997
Cc1nc2ccc(NS(=O)(=O)c3ccc4c(c3)OCCO4)cc2s1,,99.67,,,
O=C=Nc1ccc(Cl)cc1,,,,,3.0460000000000003
CCCc1ccc(O)c(OC)c1,,,,,1.806
CC(C)OC(=O)Cl,,,,,2.059
CCC1(O)CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,,,,,2.756
CCOC(=O)COc1ccc(C(=O)CN2CCN(C3CCN(C(=O)OC(OC(=O)C(C)(C)C)C(C)(C)C)CC3)CC2=O)cc1,-4.0,,,,
O=[N+]([O-])c1c(Cl)ccc2[nH]c(C(F)(F)F)nc12,,,,,4.43
O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccc(F)cc1)c1cccnc1,,96.87,,,
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,,,,,3.817
OCc1ccco1,,,,,2.744
O=C1CCc2ccc(OCCCC[NH+]3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,,,4.9,,
Fc1cc(Cl)cc2[nH]c(C(F)(F)F)nc12,,,,,4.51
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,-4.5,,0.54,1.7,
O=C1C(Cl)=C(Cl)C(=O)C1(Cl)Cl,,,,,2.369
C[C@@](N)(Cc1ccc(O)c(O)c1)C(=O)O,-6.619894,,,,
NC(=O)c1cncc(-c2ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc2)c1,,97.32,,,
CCCSP(C)(=S)Oc1cccc2sccc12,,,,,3.782
CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CSC12)c1ccco1,,,0.15,,
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C,,89.49,,,
CCCCP(CCCC)CCCC,,,,,2.431
C=CC(=C)CCCC(C)(C)O,,,,,1.464
COc1cc(C(=O)OC2CCC(N3CCCCC3)CC2)cc(OC)c1OC,,,,,2.764
CC(=O)N[C@H](CC1CCCCC1)C(=O)NCCc1ccccc1,-4.3517655999999985,,,,
COc1ccc2c(c1)Sc1ccccc1N2C1CCCN(C)C1,,,,,2.639
COc1cccc(C(=O)NCCN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,,99.92,,,
O=C(/C=C/c1c(C(=O)[O-])[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,,,0.12,,
CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,,,,,2.378
C[C@@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)CC(=O)[C@H]12,-4.5086384000000015,,,,
C[Si](C)(Cl)Cl,,,,,1.329
C=CC(=O)OCCCCCC,,,,,0.779
OC(CN1CCCCC1)c1cc(-c2ccccc2)on1,,,,,2.139
CCOC(C)COC(C)CO,,,,,1.641
O=C1N=C2c3ccccc3N=CN2C1=Cc1ccc([N+](=O)[O-])cc1,,,,,2.392
Cc1cc(C)cc(OCC2CNC(=O)O2)c1,,,,,2.456
O=C1CCC(=O)N1,,,,,0.85
NCC1CCC=CO1,,,,,2.0540000000000003
OCCOCCCl,,,,,1.296
CCCCCCCCCC(=O)OC,-3.51,,,,
CSCc1cnccn1,,,,,1.814
CC(C)(C)NC(=O)NCCN1CC(NC(=O)c2cc(Cl)cc(Cl)c2)C1,,90.72,,,
COC(=O)C(C(C)=O)C(C)=O,,,,,1.969
O=C1NCCN1c1ncc([N+](=O)[O-])s1,,,,,2.377
CN=C=O,,,,,3.0439999999999996
O=C(O)COc1nc(Cl)c(Cl)cc1Cl,,,,,2.61
COP(=S)(OC)SCSc1cc(Cl)ccc1Cl,,,,,3.201
Fc1ccccc1,,,,,1.339
CCc1[nH]c2nc(Sc3cnc4ccc[n+]([O-])c4c3)nc(N3C[C@H]4[C@H](N)[C@H]4C3)c2c1Cl,,93.39,,,
CC=CC(=O)OC(C=CC)OC(=O)C=CC,,,,,1.937
CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,,93.94,,,
Nc1ncnc2c1ncn2C1OC2=CC(C(=O)O)(C(O)C(=O)O)OC2C1O,,,,,3.5789999999999997
CCOC(=O)C=Cc1ccccc1,,,,,1.644
CCc1cc2c(cc1C=O)C(C)(C)CCC2(C)C,,,,,1.883
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,,,,,2.55
NC(=O)OC1CCCCC1,,,,,1.813
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,,,,,3.636
NCCC[Si]12OCCN(CCO1)CCO2,,,,,1.6030000000000002
CCCOc1cccc(C)c1N(COCC)C(=O)CCl,,,,,2.062
CC1OC(C)OC(C)OC(C)O1,,,,,2.89
OC(CCl)CN1CCCN(CC(O)CCl)c2ccccc21,,,,,2.648
COc1ccc(CC(C)N(C)C(=O)Cn2nc(-c3ccccc3)ccc2=O)cc1OC,,,,,2.542
CN1CC(CCN2CC=C(c3ccccc3)CC2)OC1=O,,,,,2.925
C=CCSC(=S)SC(Cl)(Cl)Cl,,,,,2.089
C[C@@](C(=O)O[C@H]1C[N+]2(Cc3nc(-c4ccccc4)no3)CCC1CC2)(c1ccccc1)N1CCCCC1,,97.66,,,
O=C1C(Cl)=C(Cl)C(=O)C1=C(Cl)Cl,,,,,2.029
C/C=C/C[C@@H](C)C(=O)[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,,,,10.0,
OCCC1CCCCC1,,,,,2.135
C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,,99.01,,,
COP(=S)(OC)SCn1nc(Cl)ccc1=O,,,,,4.779
CC1C(NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],,,0.18,,
COc1cc(O)c(S(=O)(=O)N2c3ccccc3CCC2C)cc1NC(=O)CCC(=O)O,,95.63,,,
CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21,,,,,2.9
CC1(C)OCC(COC(=O)Cc2ccc3c(c2)OCc2ccccc2C3=O)O1,,,,,3.619
Cc1nc2sccn2c(=O)c1CC[NH+]1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,,,1.41,,
CCCCCCC(C)P(=O)(C(C)CCCCCC)C(C)CCCCCC,,,,,1.726
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)Cc2ccccc21,,,,,6.336
CCCP(c1ccccc1)c1ccccc1,,,,,2.265
CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)O)C(=O)O,,,,,2.285
O=C(COc1ccccc1Cl)c1ccc[nH]1,,93.24,,,
CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,,,,,5.188
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],,96.17,0.79,1.9,2.53
COc1ccccc1Oc1c([N-]S(=O)(=O)c2ccc(C)cn2)nc(-c2ccncc2)nc1OC,,,0.27,,
CN(C)S(=O)(=O)NC(=O)CCCc1c(-c2ccc(F)cc2)[nH]c2ccc(C#N)cc12,,99.59,,,
CC(=O)OCc1ccccc1,,,,,1.78
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6ccccc6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1OC,,,,,2.907
CN1CCC(CNc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,,96.09,,,
C=CCOC(OCC=C)C(OCC=C)OCC=C,,,,,2.256
Cc1cc2c(cc1C)C(=O)c1[nH]nnc1C2=O,,,,,2.365
C=COCCOCCO,,,,,1.4280000000000002
Cc1cc(Cl)ccc1OCC(=O)O,,,,,2.457
CC1CCC(=O)O1,,,,,1.056
C[NH+]1CCN(c2ncc(-c3cc(Cl)cc(Cl)c3Cl)c(N)n2)CC1,,,24.0,,
C[NH+]1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,,,1.6,,
COc1cc2c(Nc3ccc(F)cc3F)c(C(N)=O)cnc2cc1NCCN(C)C,,55.73,,,
CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,,,,1.7,
CCN(CC)C(=O)CSc1ccc(Cl)nn1,,,,,2.224
CCOP(=O)(OCC)SCC1(C)SCCS1,,,,,4.033
O=C(c1ccc(OCC[NH+]2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,,,7.5,,
CC(C)([N+](=O)[O-])C(C)(C)[N+](=O)[O-],,,,,3.5469999999999997
Cc1ncc(COP(=O)(O)O)c(C=O)c1O,,,,,1.622
CCOCCOCCOCCOCCOCC,,,,,1.766
O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl,,,,,2.464
Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1,,,,,3.014
CCOC(C1=NCC(C)N1)c1ccccc1,,,,,2.339
CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,,,,,3.263
CCOP(=S)(S)OCC,,,,,1.616
[NH3+]CCCCCC(=O)[O-],,,0.39,,
Cc1ccn(C(N)=O)n1,,,,,2.056
NC(=O)CN1CC(O)CC1=O,,,0.55,7.5,
C#CCN(C)c1ccccc1OC(=O)NC,,,,,3.5610000000000004
O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,,,,,2.839
Cc1ccc2nc3sc(=O)sc3nc2c1,,,,,2.3280000000000003
CC(C)N1CCNCC1,,,,,1.656
Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,-4.6100001,,,,
C=CCNC(=O)C(=O)C(CCC)NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC(C(=O)C(C)C)C(C)C)C(C)(C)C)C2(C)C,-5.29,,,,
Nc1ccc(S(=O)(=O)Nc2ccc(NC(=O)CCC(=O)O)cc2)cc1,,,,,2.384
CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1,,,,,2.325
CCOP(=O)(OCC)[C@H](C)NC(=O)N(CCCl)N=O,,,0.62,,
C[C@H]1C[C@@]2(C)C(=CC(=O)[C@@H]3[C@]4(C)CC[C@@H](O)[C@@](C)(C(=O)O)[C@H]4CC[C@]32C)[C@@H]2[C@@H](C)[C@H](C)CC[C@H]12,-5.8000002,,,,
COc1cc(CC2c3c(cc(OC)c(OC)c3OC)CC[N+]2(C)CCCOC(=O)CCC(=O)OCCC[N+]2(C)CCc3cc(OC)c(OC)c(OC)c3C2Cc2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,,,0.22,1.7,
O=C1N=C(O)NC1(c1ccccc1)c1ccccc1,,87.11,,,
CS(=O)(=O)c1ccc2[nH]c(C(F)(F)F)nc2c1,,,,,3.583
CCOP(=S)(OCC)Oc1cc([N+](=O)[O-])c(Cl)cc1Cl,,,,,3.556
CCCCC[Si](OCC)(OCC)OCC,,,,,1.069
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,,,,23.0,
CCOC(C1=NCC(C)(CC)CN1)c1cccc(Cl)c1,,,,,3.525
COC(=O)C(C)NP(=O)(OC[C@@H]1C=C[C@H](n2cc(C)c(=O)[nH]c2=O)O1)Oc1ccc(C)cc1,-5.8474512,,,,
CN(N=O)c1cccnc1,,,,,4.137
O=C(Nc1ccc(F)cc1)c1ccc(Cl)[n+]([O-])c1,,53.45,,,
CC(=O)NCC1CN(S(=O)(=O)c2ccc(C)cc2)C(=O)O1,-4.7199998,,,,
O=C1COC2(CCN(S(=O)(=O)c3ccc(-c4ccc5cnccc5c4)cc3)CC2)CN1C1CC1,,99.82,,,
c1ccc2sc(SN(C3CCCCC3)C3CCCCC3)nc2c1,,,,,1.732
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c5nc6ccccc6nc5c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,,,,,2.593
CC1OCN=C(c2ccccc2)S1,,,,,2.47
O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(F)cc21,,,,,2.2969999999999997
CCOC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1[NH+]2C,,,1.6,,
COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1,,93.67,,,
OC(CC[NH+]1CCCC1)(c1ccccc1)C1CCCCC1,,,0.74,,
COc1ccc(-c2cc(Nc3ccn(C)n3)n3ncc(C#N)c3n2)cc1,,98.21,,,
CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,,,1.24,,
Cc1cc(OC(=O)N(C)C)n(C(C)C)n1,,,,,4.291
CCCCCCCCn1sccc1=O,,,,,2.589
COc1cccc(C2(O)CCCCC2C[NH+](C)C)c1,,,2.8,,
CNC(=O)ON=C1CCCC1(C)[N+](=O)[O-],,,,,4.731
COc1cccc(C2(O)CCCCC2CN(C)C)c1,,,,5.8,3.063
O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,,,0.2,,
CCC(CC)C(=O)NC(=Cc1ccc(OC)cc1)C(=O)O,,,,,1.862
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,,,,5.9,2.251
Cc1nc(C)c(C(=O)Nc2ccccc2)s1,,,,,1.7719999999999998
O=C(O)[C@@H](c1ccc(OCc2ccc3ccccc3n2)cc1)C1CCCC1,,99.85,,,
COP(=O)(SC)SC,,,,,3.821
CC=C1CC2C=CC1C2,,,,,1.6769999999999998
C=CCN=C=S,,,,,2.947
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,,,,,1.062
ClCc1ccccc1CCl,,,,,1.888
C=CCOC(OCC=C)C1OC(OCC=C)C(OCC=C)O1,,,,,2.275
CCCCC(CC)CNc1ccccc1,,,,,1.93
COP(C)(=S)Oc1ccc(Cl)cc1Cl,,,,,3.232
